,Unnamed: 0,artist,title,train,test
129,129,Corry Konings,Een Teken Van Leven,"een teken van leven doet mensen zo goed
een teken van leven geeft mensen weer moed
een briefje een kaartje een bloemetje klein
doet mensen vergeten hoe eenzaam ze zijn
een teken van leven zegt meer dan je denkt
het is vaak het mooiste dat iemand je schenkt
ook is het de vraag of je zelf nog welk leeft
wanneer je geen teken van leven meer geeft
een meisje vertelt hoe ze jong en onschuldig
van t leven wou proeven
ze was ongeduldig
nu leeft ze alleen met haar vaderloos kind
verstoten door ouders verlaten door vrind
een teken van leven doet mensen zo goed
een teken van leven geeft mensen weer moed
een briefje een kaartje een bloemetje klein
doet mensen vergeten hoe eenzaam ze zijn
een teken van leven zegt meer dan je denkt
het is vaak het mooiste dat iemand je schenkt
ook is het de vraag of je zelf nog welk leeft
wanneer je geen teken van leven meer geeft","een teken van leven doet mensen zo goed
een teken van leven geeft mensen weer moed
een briefje een kaartje een bloemetje klein
doet mensen vergeten hoe eenzaam ze zijn
een teken van leven zegt meer dan je denkt
het is vaak het mooiste dat iemand je schenkt
ook is het de vraag of je zelf nog welk leeft
wanneer je geen teken van leven meer geeft
een meisje vertelt hoe ze jong en onschuldig
van t leven wou proeven
ze was ongeduldig
nu leeft ze alleen met haar vaderloos kind
verstoten door ouders verlaten door vrind
een teken van leven doet mensen zo goed
een teken van leven geeft mensen weer moed
een briefje een kaartje een bloemetje klein
doet mensen vergeten hoe eenzaam ze zijn"
130,130,Corry Konings,Jij Weet Toch Wel Wat Liefde Is,"jij weet toch wel wat liefde is
dan ben je nooit alleen
jij weet toch wel wat liefde is
met tweeen toch maar een
jij weet toch wel hoe fijn dat is
zo in de maneschijn
jij weet toch wel hoe mooi het is
dat ik bij jou kan zijn
samen zijn ja
met jou mijn hele leven samen zijn
ja ik wil je alles geven
ik denk aan jou de hele lange nacht
alleen aan jou je bent zo lief en zacht
nachten lang heb ik van je liggen dromen
nachten lang dat jij weer bij mij zou komen
ik hou van jou ik blijf je altijd trouw
zolang ik leef blijf ik alleen van jou","jij weet toch wel wat liefde is
dan ben je nooit alleen
jij weet toch wel wat liefde is
met tweeen toch maar een
jij weet toch wel hoe fijn dat is
zo in de maneschijn
jij weet toch wel hoe mooi het is
dat ik bij jou kan zijn
samen zijn ja
met jou mijn hele leven samen zijn
ja ik wil je alles geven
ik denk aan jou de hele lange nacht
alleen aan jou je bent zo lief en zacht
nachten lang heb ik van je liggen dromen"
131,131,Corry Konings,Iedere Dag Klinkt Jouw Lach,"nee geen mens kan er zonder zn dromen
iedereen is op zoek naar geluk
nou die van mij zijn nu echt uitgekomen
k heb iets gevonden dat kan niet meer stuk
zolang gezocht naar die enige echte
de ware liefde herken je meteen
ik zag t vuur in je donkere ogen
en ik was verloren nee nooit meer alleen

iedre dag klinkt jouw lach als de gouden
zonneschijn
iedre keer telkens weer is t een feest om bij
jou te zijn
elk moment is geluk in de wereld van jouw liefde
dromen zijn vaak bedrog maar je bent wat ik zocht
ieder uur elke dag

zeg nu niet dat ik leef met illusies
nee zeg nu niet elk geluk gaat voorbij
dat ware vriendschap vaak eindigd in ruzies
en na geluk komen tijden van pijn
ik weet t zeker bij ons gaat t anders
de ware liefde herken je meteen
ik zag t vuur in je donkere ogen
en ik was verloren nee nooit meer alleen

dromen zijn vaak bedrog maar je bent wat ik zocht
ieder uur elke dag","nee geen mens kan er zonder zn dromen
iedereen is op zoek naar geluk
nou die van mij zijn nu echt uitgekomen
k heb iets gevonden dat kan niet meer stuk
zolang gezocht naar die enige echte
de ware liefde herken je meteen
ik zag t vuur in je donkere ogen
en ik was verloren nee nooit meer alleen

iedre dag klinkt jouw lach als de gouden
zonneschijn
iedre keer telkens weer is t een feest om bij
jou te zijn
elk moment is geluk in de wereld van jouw liefde
dromen zijn vaak bedrog maar je bent wat ik zocht
ieder uur elke dag

zeg nu niet dat ik leef met illusies
nee zeg nu niet elk geluk gaat voorbij
dat ware vriendschap vaak eindigd in ruzies
en na geluk komen tijden van pijn
ik weet t zeker bij ons gaat t anders"
132,132,Corry Konings,Jij Hebt Mij Bedrogen,"ik had kunnen weten dat jij me bedroog met die ander
terwijl je bij haar was zat ik dan te wachten op jou
ik had kunnen weten dat jij me bedroog met die ander
ik geloofde je altijd want ik gaf je alles als vrouw
ik zou je kunnen vergeven
als je weer terug komt bij mij
ik zou je kunnen vergeven
als je me zegt t is voorbij
terwijl je bij haar was zat ik vaak om jou dan te
huilen
toch geloofde ik nog niet wat altijd van jou werd
gezegd
je had me beloofd dat je altijd van mij toch zou
blijven
waarom je me ontrouw was heb je me nooit uitgelegd
ik zou je kunnen vergeven
als je weer terug komt bij mij
ik zou je kunnen vergeven
als je me zegt t is voorbij
terwijl je bij haar was zat ik vaak om jou dan te
huilen
toch geloofde ik nog niet wat altijd van jou werd
gezegd
je had me beloofd dat je altijd van mij toch zou
blijven
waarom je me ontrouw was heb je me nooit uitgelegd
je had me beloofd dat je altijd van mij toch zou
blijven
waarom je me ontrouw was heb je me nooit uitgelegd
waarom je me ontrouw was heb je me nooit uitgelegd
waarom je me ontrouw was heb je me nooit uitgelegd","ik had kunnen weten dat jij me bedroog met die ander
terwijl je bij haar was zat ik dan te wachten op jou
ik had kunnen weten dat jij me bedroog met die ander
ik geloofde je altijd want ik gaf je alles als vrouw
ik zou je kunnen vergeven
als je weer terug komt bij mij
ik zou je kunnen vergeven
als je me zegt t is voorbij
terwijl je bij haar was zat ik vaak om jou dan te
huilen
toch geloofde ik nog niet wat altijd van jou werd
gezegd
je had me beloofd dat je altijd van mij toch zou
blijven
waarom je me ontrouw was heb je me nooit uitgelegd
ik zou je kunnen vergeven
als je weer terug komt bij mij
ik zou je kunnen vergeven
als je me zegt t is voorbij
terwijl je bij haar was zat ik vaak om jou dan te
huilen
toch geloofde ik nog niet wat altijd van jou werd
gezegd
je had me beloofd dat je altijd van mij toch zou
blijven"
133,133,Corry Konings,Dagen En Nachten,"eens zou je komen
jij van mijn dromen
lang heb ik op jou gewacht
eens in jou armen
het zou me verwarmen
zo denk ik elke nacht
ik blijf op je wachten
dagen en nachten
tot jij eens zal komen
schat uit mijn dromen
k zou van je houden
en je vertrouwen
k weet nu al wie je bent
je zou voor me zorgen
misschien ouwe morgen
k weet dat je mij verliet","eens zou je komen
jij van mijn dromen
lang heb ik op jou gewacht
eens in jou armen
het zou me verwarmen
zo denk ik elke nacht
ik blijf op je wachten
dagen en nachten
tot jij eens zal komen
schat uit mijn dromen
k zou van je houden
en je vertrouwen
k weet nu al wie je bent"
134,134,Corry Konings,Van Oma Mag Alles,"van oma mag alles wat moeder vaak verbied
want oma doet meestal alsof zij iets niet ziet
van oma mag alles wat moeder vaak verbied
haar kleinkind is alles waar zij nog van geniet
als een moeder soms heel boos is
en haar kind de les eens leest
dan zegt oma vaak verwijten
ben je zelf zo braaf geweest
voor een oma die haar kleinkind
graag vertroeteld en verwent
is het alsof ze in dat kindje
weer haar eigen kroost herkent
laat een oma dat genoegen
want het leven is zo kort
en wat doet een moeder later
als ze zelf eens oma wordt","van oma mag alles wat moeder vaak verbied
want oma doet meestal alsof zij iets niet ziet
van oma mag alles wat moeder vaak verbied
haar kleinkind is alles waar zij nog van geniet
als een moeder soms heel boos is
en haar kind de les eens leest
dan zegt oma vaak verwijten
ben je zelf zo braaf geweest
voor een oma die haar kleinkind
graag vertroeteld en verwent
is het alsof ze in dat kindje
weer haar eigen kroost herkent
laat een oma dat genoegen"
135,135,Corry Konings,Bye Bye My Love,"bye bye my love het is voorbij
tussen jou en mij
bye bye my love het is voorgoed
wat of jij ook verder doet
ik zal je nooit nooit meer vergeten
maar ik blijf liever alleen
bye bye my love auf wiedersehn
toen jij me vroeg ga je mee dansen
gaf mij dat toch zon fijn gevoel
maar jij vergooide al je kansen
want eenmaal daar deed jij zo koel
jij hab geen aandacht voor mij
met al je vrienden erbij
terwijl je had beloofd
echt er is er maar een
dat ben jij alleen
waarom heb ik jou toch geloofd
ik had al gauw van jou begrepen
jij kunt niet met zijn tweeen zijn
jouw vrienden zullen in jouw leven
altijd voor jouw de eersten zijn","bye bye my love het is voorbij
tussen jou en mij
bye bye my love het is voorgoed
wat of jij ook verder doet
ik zal je nooit nooit meer vergeten
maar ik blijf liever alleen
bye bye my love auf wiedersehn
toen jij me vroeg ga je mee dansen
gaf mij dat toch zon fijn gevoel
maar jij vergooide al je kansen
want eenmaal daar deed jij zo koel
jij hab geen aandacht voor mij
met al je vrienden erbij
terwijl je had beloofd
echt er is er maar een
dat ben jij alleen
waarom heb ik jou toch geloofd"
136,136,Willy Alberti,De Glimlach Van Een Kind,"jij bent zo wijs
dat zegt een kind
jij bent zo grijs
dat zegt een kind
jij bent getrouwd
dat zegt een kind
jij bent al oud
dat zegt een kind

dan denk je ja
een rimpel meer
ik word al echt
een ouwe heer
maar voor je denkt
hoe moet het nou
pakt ze je hand
en lacht naar jou
de glimlach van een kind
doet je beseffen dat je leeft
de glimlach van een kind
dat nog een leven voor zich heeft
dat leven is de moeite waard
met soms wel wat verdriet
maar met liefde geluk en plezier in t verschiet

de glimlach van een kind
dat met een trein speelt of een pop
zo een glimlach maakt je blij
daar kan geen feest meer tegen op
wat geeft het of je ouder word
dat maakt toch niets meer uit
want je voelt je gelukkig al heb je geen duit

de glimlach van een kind
doet je beseffen dat je leeft
de glimlach van een kind
dat nog een leven voor zich heeft
dat leven is de moeite waard
met soms wel wat verdriet
maar met liefde geluk en plezier in t verschiet

de glimlach van een kind
dat met een trein speelt of een pop
zo een glimlach maakt je blij
daar kan geen feest meer tegen op
wat geeft het of je ouder word
dat maakt toch niets meer uit
want je voelt je gelukkig al heb je geen duit
lalalalalalalala","jij bent zo wijs
dat zegt een kind
jij bent zo grijs
dat zegt een kind
jij bent getrouwd
dat zegt een kind
jij bent al oud
dat zegt een kind

dan denk je ja
een rimpel meer
ik word al echt
een ouwe heer
maar voor je denkt
hoe moet het nou
pakt ze je hand
en lacht naar jou
de glimlach van een kind
doet je beseffen dat je leeft
de glimlach van een kind
dat nog een leven voor zich heeft
dat leven is de moeite waard
met soms wel wat verdriet
maar met liefde geluk en plezier in t verschiet

de glimlach van een kind
dat met een trein speelt of een pop
zo een glimlach maakt je blij
daar kan geen feest meer tegen op
wat geeft het of je ouder word
dat maakt toch niets meer uit
want je voelt je gelukkig al heb je geen duit

de glimlach van een kind
doet je beseffen dat je leeft
de glimlach van een kind
dat nog een leven voor zich heeft
dat leven is de moeite waard
met soms wel wat verdriet"
137,137,Willy Alberti,Reisje langs de rijn,"laatst trokken we uit de loterij een aardig prijsje
k zei tot mijn vrienden maak met mij een aardig
reisje
die wou naar brussel of parijs die weer naar london
vooruit riep ik we maken fijn een reisje langs de
rijn
ik een wip sakkerloot zat t clubje op de boot

ja zon reisje langs de rijn rijn rijn
s avonds in de maneschijn schijn schijn
met een lekker potje bier bier bier
aan de zwier zwier zwier op de rivier vier
vier
zon reisje met een nieuwewetse schuit schuit
schuit
allemaal in de kajuit juit juit
t is zo deftig t is zo fijn fijn fijn
zon reisje langs de rijn
zo kwamen we met prachtig weer het eerst bij keulen
mijn tante walste over t dek als een jong veulen
opeens nam zij n harmonica en ging er aan trekken
en dadelijk zong kromme teun deutschland wass bist
du schoen
nichtje saar welk gevaar riep hardop ik word zo
naar

bij mannheim kwam er bliksem het begon te waaien
mijn tante riep het schip vergaat we zijn voor de
haaien
zij vloog naar de commandobrug en riep kapteintje
beneden in de eerste klas ligt nog mijn beugeltas
oh kaptein maak geen gein geef me gauw een slokkie
brandewijn

jaaa

","laatst trokken we uit de loterij een aardig prijsje
k zei tot mijn vrienden maak met mij een aardig
reisje
die wou naar brussel of parijs die weer naar london
vooruit riep ik we maken fijn een reisje langs de
rijn
ik een wip sakkerloot zat t clubje op de boot

ja zon reisje langs de rijn rijn rijn
s avonds in de maneschijn schijn schijn
met een lekker potje bier bier bier
aan de zwier zwier zwier op de rivier vier
vier
zon reisje met een nieuwewetse schuit schuit
schuit
allemaal in de kajuit juit juit
t is zo deftig t is zo fijn fijn fijn
zon reisje langs de rijn
zo kwamen we met prachtig weer het eerst bij keulen
mijn tante walste over t dek als een jong veulen
opeens nam zij n harmonica en ging er aan trekken
en dadelijk zong kromme teun deutschland wass bist
du schoen
nichtje saar welk gevaar riep hardop ik word zo
naar

bij mannheim kwam er bliksem het begon te waaien
mijn tante riep het schip vergaat we zijn voor de
haaien"
138,138,Hanny,Maar vanavond heb ik hoofdpijn,"ik ben geen jas die je zomaar wegdoet
op de dag dat je m niet meer draagt
ik ben geen flesje wat je leegdrinkt
ik heb toch nergens om gevraagd
toen je met me wilde trouwen
ja t is al een tijd gelee
die keer dat je bij me thuis zit
kijk je voetbal op de tv

maar vanavond 
heb ik hoofdpijn 
als je vraagt 
kom bij mij 
ik heb je nodig 
ik word ook ouder 
ik wil ook leven 
net als jij 
s avonds zit ik vaak om jou te huilen
al die uren dat ik op je wacht
en dan denk ik aan die eerste rozen
die je toen voor mij had meegebracht
maar die bloemen hadden water nodig
net als liefde tussen jou en mij
ik ben geen kaars die je op kunt branden
ik ben geen nummer in een lange rij

maar toch blijf ik altijd van je houden
ook al kom je s avond heel laat thuis
het leven heeft net als geld twee kanten
soms is het munt en dan weer kruis
onschuldig kijk je dan in mn ogen
en dan vergeef ik je elke fout
want ik voel als je hebt gelogen
dat je nog altijd van me houdt

","ik ben geen jas die je zomaar wegdoet
op de dag dat je m niet meer draagt
ik ben geen flesje wat je leegdrinkt
ik heb toch nergens om gevraagd
toen je met me wilde trouwen
ja t is al een tijd gelee
die keer dat je bij me thuis zit
kijk je voetbal op de tv

maar vanavond 
heb ik hoofdpijn 
als je vraagt 
kom bij mij 
ik heb je nodig 
ik word ook ouder 
ik wil ook leven 
net als jij 
s avonds zit ik vaak om jou te huilen
al die uren dat ik op je wacht
en dan denk ik aan die eerste rozen
die je toen voor mij had meegebracht
maar die bloemen hadden water nodig
net als liefde tussen jou en mij
ik ben geen kaars die je op kunt branden
ik ben geen nummer in een lange rij

maar toch blijf ik altijd van je houden
ook al kom je s avond heel laat thuis"
139,139,Hein simons,Gestolen uren,"blijf bij mij vannacht
ik weet het zijn gestolen uren
en al mag het niet bestaan
laat de nacht zijn gang maar gaan
blijf bij mij vannacht
we weten dat dit niet kan duren
vergeet de wereld om ons heen
want alleen is maar alleen
ik voel het jagen van mijn hart
dit spel dat is taboe
en dit verlangen maakt me bang
we horen aan een ander toe
je handen branden op mijn huid
je fluisterd zachtjes in mijn oor
nee helder gaat niet meer
nu ik me zo in jou verloor
blijf bij mij vannacht
ik weet het zijn gestolen uren
en al mag het niet bestaan
laat de nacht zijn gang maar gaan
blijf bij mij vannacht
we weten dat dit niet kan duren
vergeet de wereld om ons heen
want alleen is maar alleen
blijf bij mij vannacht
ik weet het zijn gestolen uren
en al mag het niet bestaan
laat de nacht zijn gang maar gaan
blijf bij mij vannacht
we weten dat dit niet kan duren
vergeet de wereld om ons heen
want alleen is maar alleen
vergeet de wereld om ons heen
want alleen is maar alleen","blijf bij mij vannacht
ik weet het zijn gestolen uren
en al mag het niet bestaan
laat de nacht zijn gang maar gaan
blijf bij mij vannacht
we weten dat dit niet kan duren
vergeet de wereld om ons heen
want alleen is maar alleen
ik voel het jagen van mijn hart
dit spel dat is taboe
en dit verlangen maakt me bang
we horen aan een ander toe
je handen branden op mijn huid
je fluisterd zachtjes in mijn oor
nee helder gaat niet meer
nu ik me zo in jou verloor
blijf bij mij vannacht
ik weet het zijn gestolen uren
en al mag het niet bestaan
laat de nacht zijn gang maar gaan
blijf bij mij vannacht
we weten dat dit niet kan duren
vergeet de wereld om ons heen
want alleen is maar alleen
blijf bij mij vannacht
ik weet het zijn gestolen uren
en al mag het niet bestaan"
